# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Sun Mar 14 15:55:16 CET 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.00800		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.60	56.1272964478	36.7635	5.9062	4.3624	2.4928	-9.996	-8.972	-7.975	-7.752	-7.656	-7.521	-7.197	-7.099	-7.015	0.4787	0.0000	2.7	1	-12.427	3.3363380432
	6.60	56.1283950806	36.7512	5.9059	4.3575	2.4735	-9.995	-8.986	-7.998	-7.776	-7.682	-7.548	-7.226	-7.129	-7.046	0.4787	0.0000	2.8	1	-12.427	3.3363380432
	6.60	56.1300659180	36.7156	5.9039	4.3525	2.4548	-9.990	-8.998	-8.018	-7.798	-7.704	-7.571	-7.253	-7.157	-7.074	0.4787	0.0000	2.8	1	-12.428	3.3363380432
	6.60	56.1312217712	36.7009	5.9023	4.3485	2.4405	-9.986	-9.007	-8.033	-7.814	-7.722	-7.589	-7.273	-7.178	-7.096	0.4787	0.0000	2.9	1	-12.428	3.3363380432
	6.60	56.1328964233	36.6795	5.9038	4.3445	2.4228	-9.990	-9.023	-8.056	-7.839	-7.747	-7.616	-7.302	-7.207	-7.126	0.4787	0.0000	3.0	1	-12.428	3.3363380432
	6.60	56.1356048584	36.6432	5.9065	4.3396	2.4000	-9.996	-9.045	-8.087	-7.872	-7.781	-7.650	-7.339	-7.246	-7.166	0.4787	0.0000	3.1	1	-12.429	3.3363380432
	6.60	56.1416511536	36.5217	5.9107	4.3327	2.3667	-10.007	-9.078	-8.132	-7.919	-7.829	-7.700	-7.393	-7.301	-7.222	0.4787	0.0000	3.3	1	-12.430	3.3363380432
	6.60	56.1769485474	35.7738	5.9176	4.2713	2.1051	-10.024	-9.368	-8.465	-8.287	-8.220	-8.115	-7.841	-7.765	-7.696	0.4787	0.0000	5.2	1	-12.439	3.3363380432
	6.60	56.1874923706	35.5360	5.9201	4.2444	1.9920	-10.030	-9.452	-8.610	-8.439	-8.376	-8.279	-8.024	-7.953	-7.891	0.4787	0.0000	6.3	1	-12.442	3.3363380432
	6.60	56.1905632019	35.4746	5.9206	4.2379	1.9648	-10.032	-9.473	-8.644	-8.476	-8.414	-8.320	-8.068	-8.000	-7.938	0.4787	0.0000	6.6	1	-12.443	3.3363380432
	6.60	56.1967544556	35.3298	5.9215	4.2173	1.8797	-10.034	-9.537	-8.753	-8.592	-8.535	-8.447	-8.210	-8.147	-8.089	0.4787	0.0000	7.6	1	-12.445	3.3363380432
	6.60	56.1978912354	35.2879	5.9240	4.2283	1.9209	-10.040	-9.510	-8.702	-8.537	-8.477	-8.386	-8.141	-8.075	-8.015	0.4787	0.0000	7.1	1	-12.445	3.3363380432
	6.60	56.1984596252	35.2769	5.9235	4.2358	1.9512	-10.039	-9.486	-8.662	-8.495	-8.433	-8.339	-8.089	-8.022	-7.960	0.4787	0.0000	6.7	1	-12.445	3.3363380432
	6.60	56.1989669800	35.2669	5.9233	4.2381	1.9605	-10.038	-9.479	-8.650	-8.481	-8.419	-8.325	-8.073	-8.005	-7.943	0.4787	0.0000	6.6	1	-12.445	3.3363380432
	6.60	56.2000465393	35.2458	5.9233	4.2466	1.9941	-10.038	-9.454	-8.606	-8.435	-8.371	-8.274	-8.017	-7.946	-7.883	0.4787	0.0000	6.2	1	-12.446	3.3363380432
