CrI	3071.69
V II	3071.77
CoI	3071.96
ZnI	3072.06
TiII	3072.11
CoI	3072.34
CrII	3072.47
TiII	3072.54
GdII	3072.57
CoI	3072.66
NeII	3072.68
HfI	3072.88
TiII	3072.97
MnI	3073.13
FeI	3073.24
CrII	3073.25
CoI	3073.52
CrI	3073.68
V I	3073.82
FeI	3073.98
AlVII	3074
RhII	3074.06
NiII	3074.11
O III	3074.15
FeI	3074.16
NaII	3074.33
CrI	3074.47
ZrII	3074.55
V II	3074.66
AlII	3074.67
CrII	3074.67
O III	3074.68
CrII	3074.91
V II	3075.04
O III	3075.19
TiII	3075.23
FeII	3075.23
V I	3075.27
AsI	3075.32
RuII	3075.34
ScII	3075.38
NdII	3075.38
GdII	3075.42
V II	3075.47
ZrII	3075.55
V II	3075.58
NiVIII	3075.6
FeI	3075.72
ZnI	3075.9
V I	3075.93
O III	3075.95
V II	3076.02
FeII	3076.46
CrI	3076.58
NbII	3076.86
GdII	3076.93
GdII	3077.08
Y II	3077.14
FeII	3077.17
CrII	3077.24
TaI	3077.24
EuII	3077.36
ArIV	3077.4
LuII	3077.59
CrII	3077.79
CrI	3077.83
FeI	3078.01
ArIII	3078.15
NaII	3078.32
FeI	3078.44
FeII	3078.44
Y II	3078.64
TiII	3078.65
FeII	3078.7
V II	3078.95
CrII	3079.34
FeII	3079.36
CoI	3079.39
MnI	3079.63
V II	3079.75
FeI	3079.84
V I	3080.15
V I	3080.33
FeII	3080.41
HfII	3080.64
CrI	3080.72
NiI	3080.76
HfI	3080.84
V II	3081.01
V II	3081.25
V II	3081.3
MnI	3081.33
LaII	3081.42
O II	3081.46
TiII	3081.58
RhII	3081.59
NiVII	3081.6
Y II	3081.6
FeI	3081.83
GdII	3081.99
V I	3082.01
MnI	3082.05
V I	3082.11
AlI	3082.16
Y II	3082.16
CeII	3082.3
V II	3082.52
ScII	3082.56
CoI	3082.61
CoI	3082.84
ArII	3082.99
FeII	3083.02
ScII	3083.07
FeI	3083.15
V II	3083.21
GdII	3083.35
V I	3083.54
CrII	3083.62
O III	3083.65
CeII	3083.67
FeIII	3083.68
FeI	3083.74
GdII	3084.01
FeIII	3084.09
CrII	3084.46
CrI	3084.59
O III	3084.63
TiI	3084.82
ArII	3085.05
CeIII	3085.09
ZrI	3085.34
CrII	3085.36
V II	3085.47
GdII	3085.62
V II	3086.21
SiIII	3086.23
FeIII	3086.31
CoI	3086.39
SiIII	3086.43
ZrII	3086.44
V II	3086.51
SiIII	3086.62
CoI	3086.78
CoI	3086.83
Y II	3086.86
FeIII	3086.88
AlI	3087.02
V I	3087.07
NiII	3087.07
FeIII	3087.66
CoI	3087.81
CrII	3087.9
TiII	3088.03
O III	3088.04
V I	3088.11
NeII	3088.23
ArII	3088.24
ZrII	3088.28
AlII	3088.52
ZrII	3089
V I	3089.13
GdII	3089.2
FeII	3089.39
TiII	3089.4
CoI	3089.6
V II	3089.63
FeIII	3089.65
CrII	3089.75
CrII	3089.76
GdII	3089.95
TiII	3090.05
TiI	3090.14
FeI	3090.21
CoI	3090.25
V I	3090.4
ZrI	3090.44
FeIII	3090.77
CrII	3090.94
MgI	3091.08
ZrII	3091.3
V I	3091.44
V I	3091.55
FeI	3091.58
Y I	3091.7
GdII	3092.06
ClII	3092.22
HfII	3092.26
ScII	3092.52
AlI	3092.72
V I	3092.72
NaII	3092.73
FeI	3092.79
AlI	3092.84
NeII	3092.91
NdII	3092.92
MgI	3093
V II	3093.11
V II	3093.16
V I	3093.24
AlVII	3093.4
ArII	3093.41
SiIII	3093.42
CrII	3093.48
RhII	3093.48
FeI	3093.53
SiIII	3093.61
Y II	3093.76
V I	3093.79
FeI	3093.81
GdII	3093.85
FeI	3093.89
CrII	3093.97
CuI	3093.99
FeI	3094.08
NeII	3094.08
FeIII	3094.16
NbII	3094.17
V II	3094.2
RuII	3094.56
V I	3094.69
ZrI	3094.79
FeI	3094.87
CrII	3094.94
